bank_category,bank_code,bank_name,district_code,district_name,branch_code,branch_name,routing_number
Private Commercial Bank (Conventional),170,Prime Bank,75,Noakhali,058,Chatkhil SME,170750585
Private Commercial Bank (Conventional),170,Prime Bank,75,Noakhali,067,Chowmuhani,170750677
Private Commercial Bank (Conventional),170,Prime Bank,76,Pabna,121,Ishwardi,170761211
Private Commercial Bank (Conventional),170,Prime Bank,76,Pabna,178,Pabna,170761787
Private Commercial Bank (Conventional),170,Prime Bank,81,Rajshahi,022,Baneswar,170810225
Private Commercial Bank (Conventional),170,Prime Bank,81,Rajshahi,193,Rajshahi,170811932
Private Commercial Bank (Conventional),170,Prime Bank,85,Rangpur,145,Rangpur,170851455
Private Commercial Bank (Conventional),170,Prime Bank,87,Satkhira,109,Satkhira,170871093
Private Commercial Bank (Conventional),170,Prime Bank,86,Shariatpur,019,Damudya,170860196
Private Commercial Bank (Conventional),170,Prime Bank,89,Sherpur,056,Sherpur SME,170890566
Private Commercial Bank (Conventional),170,Prime Bank,90,Sunamganj,115,Sunamganj,170901150
Private Commercial Bank (Conventional),170,Prime Bank,90,Sunamganj,119,Syedpur SME,170901192
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,004,Amberkhana Islami,170910046
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,031,Beanibazar,170910312
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,043,Bishwanath,170910433
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,130,Dhaka Dakshin,170911308
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,178,Islampur,170911782
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,190,Kadamtali,170911908
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,349,Subidbazar,170913498
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,355,Sylhet,170913551
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,382,Tajpur,170913827
Private Commercial Bank (Conventional),170,Prime Bank,91,Sylhet,403,Upashahar,170914039
Private Commercial Bank (Conventional),170,Prime Bank,93,Tangail,151,Mirzapur,170931517
Private Commercial Bank (Conventional),170,Prime Bank,93,Tangail,229,Tangail,170932295
Private Commercial Bank (Conventional),170,Prime Bank,94,Thakurgaon,098,Thakurgaon SME,170940982
Private Commercial Bank (Conventional),175,Pubali Bank,01,Bagerhat,007,Bagerhat,175010075
Private Commercial Bank (Conventional),175,Pubali Bank,01,Bagerhat,094,Mongla,175010941
Private Commercial Bank (Conventional),175,Pubali Bank,03,Bandarban,013,Bandarban,175030134
Private Commercial Bank (Conventional),175,Pubali Bank,04,Barguna,010,Bamna,175040108
Private Commercial Bank (Conventional),175,Pubali Bank,04,Barguna,013,Barguna,175040137
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,016,Babuganj,175060162
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,028,Barishal,175060283
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,040,Bazar Road,175060409
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,097,Hizla,175060975
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,100,Hospital Road,175061008
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,124,Madhabpasha,175061240
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,136,Mehendiganj,175061361
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,145,Muladi,175061453
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,199,Rupatali,175061990
Private Commercial Bank (Conventional),175,Pubali Bank,06,Barishal,217,Tarki Bandar,175062173
Private Commercial Bank (Conventional),175,Pubali Bank,09,Bhola,010,Bhola,175090103
Private Commercial Bank (Conventional),175,Pubali Bank,09,Bhola,019,Borhanuddin,175090190
Private Commercial Bank (Conventional),175,Pubali Bank,09,Bhola,022,Char Fasson,175090224
Private Commercial Bank (Conventional),175,Pubali Bank,09,Bhola,070,Lalmohan,175090703
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,037,Bogura,175100372
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,310,Dupchanchia,175103108
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,005,Murail SME,175100051
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,058,New Market,175100585
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,241,Santahar,175102417
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,250,Satmatha,175102509
Private Commercial Bank (Conventional),175,Pubali Bank,10,Bogura,274,Sherpur,175102741
Private Commercial Bank (Conventional),175,Pubali Bank,12,Brahmanbaria,004,Akhaura,175120044
Private Commercial Bank (Conventional),175,Pubali Bank,12,Brahmanbaria,010,Ashuganj,175120107
Private Commercial Bank (Conventional),175,Pubali Bank,12,Brahmanbaria,043,Brahmanbaria,175120431
Private Commercial Bank (Conventional),175,Pubali Bank,12,Brahmanbaria,109,Kuti Bazar,175121098
Private Commercial Bank (Conventional),175,Pubali Bank,12,Brahmanbaria,166,Sarak Bazar,175121669
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,007,Ashrafpur Bazar,175130076
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,013,Baburhat,175130139
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,043,Chandpur,175130434
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,049,Chhengerchar,175130492
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,079,Gridakalindia Bazar,175130797
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,088,Haziganj,175130889
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,091,Kachua,175130913
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,121,Matlab Bazar,175131217
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,148,Natun Bazar,175131488
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,154,Nayergaon Bazar,175131541
Private Commercial Bank (Conventional),175,Pubali Bank,13,Chandpur,175,Rampur Bazar,175131754
Private Commercial Bank (Conventional),175,Pubali Bank,70,Chapainawabganj,025,Chapainawabganj,175700251
Private Commercial Bank (Conventional),175,Pubali Bank,70,Chapainawabganj,064,Maharajpur,175700648
Private Commercial Bank (Conventional),175,Pubali Bank,70,Chapainawabganj,088,Rohanpur,175700880
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,013,Agrabad,175150135
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,025,Aman Bazar,175150256
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,046,Anderkilla,175150469
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,052,Anwara,175150522
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,064,Asadganj,175150643
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,079,Bahadderhat,175150793
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,097,Banshkhali,175150977
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,115,Baratakia Bazar,175151150
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,109,Baroiarhat,175151097
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,124,Bibirhat,175151242
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,148,CDA Avenue Corporate,175151484
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,175,Chaktai,175151750
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,181,Chandanaish,175151813
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,679,Chattogram EPZ,175156797
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,193,Chawkbazar,175151934
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,226,College Road,175152267
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,229,Colonel Hat,175152296
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,250,Dharmapur,175152504
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,313,Eastern Refinery,175153132
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,316,Halishahar,175153161
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,322,Hathazari,175153224
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,583,Jubilee Road,175155835
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,373,Kadamtali Islamic,175153732
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,412,Katirhat,175154128
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,418,Keranihat,175154186
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,427,Khatunganj,175154278
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,439,Korbaniganj,175154399
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,442,Kulgaon,175154423
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,466,Lohagara,175154665
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,475,Madunaghat,175154757
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,496,Mehdibagh,175154960
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,514,Mithachara Bazar,175155143
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,544,Nanupur,175155448
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,331,Nasirabad Industrial Area,175153316
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,559,Nazirhat,175155598
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,577,North Patenga,175155772
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,589,Padua,175155893
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,592,Pahartali,175155927
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,610,Patherghata,175156100
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,616,Patiya,175156168
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,622,Port,175156221
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,640,Rangunia,175156405
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,646,Ranirhat,175156463
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,649,Raozan,175156492
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,652,Reazuddin Bazar,175156526
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,673,Sadarghat,175156739
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,691,Sandwip,175156913
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,706,Satkania,175157062
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,724,Shantirhat,175157246
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,244,Sheikh Mujib Road,175152441
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,730,Shiberhat,175157309
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,740,Sitakunda SME,175157404
Private Commercial Bank (Conventional),175,Pubali Bank,15,Chattogram,763,Terri Bazar,175157633
Private Commercial Bank (Conventional),175,Pubali Bank,18,Chuadanga,004,Alamdanga,175180042
Private Commercial Bank (Conventional),175,Pubali Bank,18,Chuadanga,007,Alukdia Bazar,175180071
Private Commercial Bank (Conventional),175,Pubali Bank,18,Chuadanga,019,Chuadanga,175180192
Private Commercial Bank (Conventional),175,Pubali Bank,18,Chuadanga,085,Saratganj,175180855
Private Commercial Bank (Conventional),175,Pubali Bank,22,Cox's Bazar,016,Chakaria,175220160
Private Commercial Bank (Conventional),175,Pubali Bank,22,Cox's Bazar,025,Cox's Bazar,175220252
Private Commercial Bank (Conventional),175,Pubali Bank,22,Cox's Bazar,079,Maheshkhali,175220799
Private Commercial Bank (Conventional),175,Pubali Bank,22,Cox's Bazar,094,Ukhiya,175220944
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,040,Bangodda Bazar,175190403
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,049,Barura,175190490
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,036,Bhuschi Bazar,175190366
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,076,Brahmanpara,175190766
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,088,Chandina,175190887
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,106,Chauddagram,175191060
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,097,Chawkbazar,175190979
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,100,Cheora,175191002
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,139,Cumilla,175191394
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,151,Daudkandi,175191510
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,154,Daulatganj,175191549
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,160,Debidwar,175191602
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,181,Dollai Nawabpur,175191815
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,178,Doulkhar Bazar,175191781
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,214,Gouripur Bazar,175192148
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,038,Gunabati Bazar,175190382
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,282,Mainamati,175192827
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,292,Meah Bazar,175192922
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,340,Paduar Bazar,175193400
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,415,Victoria College,175194159
Private Commercial Bank (Conventional),175,Pubali Bank,19,Cumilla,421,Zilla Parishad,175194212
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,016,Asad Avenue,175260162
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,022,Ashulia,175260225
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,034,Ati Bazar,175270349
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,055,Babu Bazar,175270552
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,043,Banani,175260438
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,072,Banasree,175260720
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,043,Bangabandhu Avenue Corporate Islamic Banking,175270431
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,088,Bangshal,175270886
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,094,Bar Library,175270949
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,052,Baridhara,175260520
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,097,Bashabo,175270978
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,106,Begum Bazar,175271069
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,149,Bolibhadra Bazar,175261495
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,127,Chawk Bazar,175271272
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,091,Dakshinkhan,175260917
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,142,Dania,175271427
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,076,Darussalam Road,175260762
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,220,Dhaka International Airport,175262207
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,169,Dhaka Stadium Corporate,175271698
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,403,Dhanmondi,175264034
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,187,Dholaipar,175271872
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,170,ECB Chattar,175261703
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,133,Elephant Road,175261332
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,220,Fakirapool,175272200
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,145,Farmgate,175261453
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,232,Foreign Exchange,175272321
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,175,Gulshan Circle 1,175261758
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,184,Gulshan Corporate,175261840
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,256,Hasnabad,175272563
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,087,Hotel InterContinental,175270873
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,274,Hotel Osmani,175272747
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,280,Imamganj,175272800
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,298,Islampur,175272989
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,325,Johnson Road,175273254
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,331,Jurain,175273317
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,238,Kafrul,175262386
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,358,Kamrangirchar,175273588
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,253,Karwanbazar Corporate,175262531
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,013,Keraniganj,175270136
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,007,Khamarbari,175260070
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,250,Khilgaon,175272505
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,373,Komorganj,175273733
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,263,Kuril Bishwa Road,175262636
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,271,Laboratory Road,175262715
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,394,Malibagh,175273946
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,298,Mirpur,175262986
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,415,Moghaltully,175274158
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,418,Moghbazar,175274187
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,319,Mohakhali Corporate,175263198
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,328,Mohammadpur,175263280
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,424,Motijheel Corporate,175274240
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,475,Nawabpur Road,175274758
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,481,Naya Bazar,175274811
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,487,Naya Paltan,175274879
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,493,Nazimuddin Road,175274932
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,352,New Market,175263527
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,358,Pallabi,175263585
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,361,Panthapath,175263619
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,526,Pilkhana,175275265
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,110,Pirerbagh,175261103
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,034,Pragati Sarani,175260346
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,535,Principal,175275357
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,547,R K Mission Road,175275478
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,160,Railway Station,175271601
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,391,Rampura,175263914
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,397,Ring Road,175263972
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,072,Ruhitpur,175270723
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,592,Sadarghat,175275928
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,409,Savar,175264092
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,622,Shahbagh Avenue,175276222
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,634,Shantinagar,175276343
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,427,Shewrapara,175264276
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,646,Shishu Park,175276464
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,434,Sipahibagh Bazar,175274345
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,439,Sonargaon Hotel,175264397
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,024,Sonargaon Janapath,175260241
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,658,Sonargaon Road,175276585
Private Commercial Bank (Conventional),175,Pubali Bank,27,Dhaka,664,Sutrapur,175276648
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,448,Tejgaon,175264489
Private Commercial Bank (Conventional),175,Pubali Bank,26,Dhaka,469,Uttara Model Town,175264692
Private Commercial Bank (Conventional),175,Pubali Bank,28,Dinajpur,037,Birganj,175280371
Private Commercial Bank (Conventional),175,Pubali Bank,28,Dinajpur,067,Dinajpur,175280676
Private Commercial Bank (Conventional),175,Pubali Bank,28,Dinajpur,187,Fulbari,175281875
Private Commercial Bank (Conventional),175,Pubali Bank,28,Dinajpur,181,Parbatipur,175281817
Private Commercial Bank (Conventional),175,Pubali Bank,28,Dinajpur,193,Pulhat,175281938
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,028,Bhanga,175290282
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,034,Boalmari,175290345
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,052,Faridpur,175290529
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,091,Kanaipur,175290916
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,109,Modhukhali,175291094
Private Commercial Bank (Conventional),175,Pubali Bank,29,Faridpur,127,Sadarpur,175291278
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,022,Bangla Bazar,175300222
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,031,Chhagalnaiya,175300314
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,037,Daganbhuiyan,175300372
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,052,Feni,175300527
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,055,Feni Bazar,175300556
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,061,Fulgazi,175300619
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,085,Kazirhat,175300851
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,100,Lemua Bazar,175301005
Private Commercial Bank (Conventional),175,Pubali Bank,30,Feni,148,Sonagazi,175301489
Private Commercial Bank (Conventional),175,Pubali Bank,32,Gaibandha,052,Gaibandha,175320523
Private Commercial Bank (Conventional),175,Pubali Bank,32,Gaibandha,058,Gobindaganj,175320581
Private Commercial Bank (Conventional),175,Pubali Bank,32,Gaibandha,097,Mahimaganj,175320978
Private Commercial Bank (Conventional),175,Pubali Bank,32,Gaibandha,115,Park Road,175321151
Private Commercial Bank (Conventional),175,Pubali Bank,32,Gaibandha,130,Sundarganj,175321306
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,022,Board Bazar,175330221
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,073,Joydebpur,175330739
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,082,Kaliganj,175330821
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,088,Kapasia,175330889
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,091,Kashimpur,175330913
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,100,Mawna,175331004
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,017,Salna,175330171
Private Commercial Bank (Conventional),175,Pubali Bank,33,Gazipur,163,Tongi,175331633
Private Commercial Bank (Conventional),175,Pubali Bank,35,Gopalganj,037,Gopalganj,175350377
Private Commercial Bank (Conventional),175,Pubali Bank,35,Gopalganj,058,Kashiani,175350580
Private Commercial Bank (Conventional),175,Pubali Bank,35,Gopalganj,073,Muksudpur,175350735
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,004,Ajmiriganj,175360046
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,016,Baniachang,175360167
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,019,Bar Library,175360196
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,034,Chunarughat,175360341
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,037,Dharmaghar,175360370
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,049,Gajnaipur,175360491
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,046,Gazipur,175360462
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,058,Guninganj Bazar,175360583
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,061,Habiganj,175360617
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,088,Madhabpur,175360888
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,100,Mirpur Bazar,175361003
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,109,Nabiganj,175361090
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,005,Olipur Bazar,175360059
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,001,Putijuri,175360017
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,147,Razar Bazar,175361474
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,139,Shaistaganj,175361395
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,148,Sutang Bazar,175361487
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,151,Syedpur Bazar,175361511
Private Commercial Bank (Conventional),175,Pubali Bank,36,Habiganj,157,Town Masjid Road,175361579
Private Commercial Bank (Conventional),175,Pubali Bank,39,Jamalpur,016,Bakultala,175390166
Private Commercial Bank (Conventional),175,Pubali Bank,39,Jamalpur,085,Jamalpur,175390858
Private Commercial Bank (Conventional),175,Pubali Bank,39,Jamalpur,018,Melandah Bazar,175390182
Private Commercial Bank (Conventional),175,Pubali Bank,39,Jamalpur,130,Nandina Bazar,175391307
Private Commercial Bank (Conventional),175,Pubali Bank,39,Jamalpur,148,Sarishabari,175391486
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,028,Benapole,175410288
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,011,BSCIC,175410112
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,055,Chowgacha,175410554
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,094,Jashore,175410941
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,151,Monirampur,175411511
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,161,Navaran Bazar,175411616
Private Commercial Bank (Conventional),175,Pubali Bank,41,Jashore,166,Noapara,175411661
Private Commercial Bank (Conventional),175,Pubali Bank,42,Jhalakathi,031,Jhalakathi,175420315
Private Commercial Bank (Conventional),175,Pubali Bank,42,Jhalakathi,049,Nalchity,175420494
